trial,latent_dim,conv_filters,resolved_filters,dense_units,lr,num_layers,best_val_binary_acc,best_val_recon_loss,best_val_loss,epochs_run
96,16,"(64, 128, 256)","(64, 128, 256, 512)",64,0.001,4,0.9416753053665161,0.00022764221648685634,0.375142902135849,31
97,16,"(64, 128, 256)","(64, 128)",64,0.0001,2,0.9330073595046997,0.00021117115102242678,0.3651832938194275,100
98,16,"(64, 128, 256)","(64, 128, 256)",64,0.0001,3,0.9361082315444946,0.00022482975327875465,0.37508073449134827,76
99,16,"(64, 128, 256)","(64, 128, 256, 512)",64,0.0001,4,0.9402474761009216,0.00022680009715259075,0.3680126965045929,79
100,16,"(64, 128, 256)","(64, 128)",128,0.01,2,0.9337140917778015,0.00024437796673737466,0.4091894030570984,38
101,16,"(64, 128, 256)","(64, 128, 256)",128,0.01,3,0.5112928152084351,0.04293764755129814,43.63001251220703,11
102,16,"(64, 128, 256)","(64, 128, 256, 512)",128,0.01,4,0.9220462441444397,0.0003921315656043589,0.5800744891166687,37
103,16,"(64, 128, 256)","(64, 128)",128,0.001,2,0.9382427334785461,0.0002113358787028119,0.3523097634315491,32
104,16,"(64, 128, 256)","(64, 128, 256)",128,0.001,3,0.9405936598777771,0.00020353456784505397,0.34247204661369324,40
105,16,"(64, 128, 256)","(64, 128, 256, 512)",128,0.001,4,0.9424397349357605,0.00021762184042017907,0.35837963223457336,38
106,16,"(64, 128, 256)","(64, 128)",128,0.0001,2,0.9351130723953247,0.00021153551642782986,0.36269065737724304,100
107,16,"(64, 128, 256)","(64, 128, 256)",128,0.0001,3,0.9393532872200012,0.00022392359096556902,0.3689407408237457,75
108,16,"(64, 128, 256)","(64, 128, 256, 512)",128,0.0001,4,0.9367428421974182,0.0002620078157633543,0.41346070170402527,42
109,32,"(16, 32, 64)","(16, 32)",16,0.01,2,0.9297334551811218,0.00017184470198117197,0.33355242013931274,44
110,32,"(16, 32, 64)","(16, 32, 64)",16,0.01,3,0.9221904873847961,0.0002822448150254786,0.45791494846343994,30
111,32,"(16, 32, 64)","(16, 32, 64, 128)",16,0.01,4,0.8583996891975403,0.0005137757398188114,0.8363045454025269,19
112,32,"(16, 32, 64)","(16, 32)",16,0.001,2,0.9287815690040588,0.00014392161392606795,0.3074856400489807,47
113,32,"(16, 32, 64)","(16, 32, 64)",16,0.001,3,0.9357621073722839,0.00015450737555511296,0.31021180748939514,46
114,32,"(16, 32, 64)","(16, 32, 64, 128)",16,0.001,4,0.9348534941673279,0.00024225845118053257,0.3940000832080841,32
115,32,"(16, 32, 64)","(16, 32)",16,0.0001,2,0.9165224432945251,0.00017249166558030993,0.37088215351104736,100
116,32,"(16, 32, 64)","(16, 32, 64)",16,0.0001,3,0.9274979829788208,0.00020646692428272218,0.377728134393692,100
117,32,"(16, 32, 64)","(16, 32, 64, 128)",16,0.0001,4,0.9270076155662537,0.0002654328418429941,0.435018390417099,100
118,32,"(16, 32, 64)","(16, 32)",32,0.01,2,0.9207049608230591,0.000232544174650684,0.4134622812271118,15
119,32,"(16, 32, 64)","(16, 32, 64)",32,0.01,3,0.9297190308570862,0.0003009375650435686,0.4715515077114105,23
120,32,"(16, 32, 64)","(16, 32, 64, 128)",32,0.01,4,0.9140994548797607,0.000439568015281111,0.6351180076599121,21
121,32,"(16, 32, 64)","(16, 32)",32,0.001,2,0.9320554733276367,0.0001485302345827222,0.308653861284256,36
122,32,"(16, 32, 64)","(16, 32, 64)",32,0.001,3,0.9398148059844971,0.0001422801287844777,0.285481721162796,70
123,32,"(16, 32, 64)","(16, 32, 64, 128)",32,0.001,4,0.9414590001106262,0.00017896562349051237,0.3207360506057739,51
124,32,"(16, 32, 64)","(16, 32)",32,0.0001,2,0.9200848340988159,0.00016794454131741077,0.34869134426116943,100
125,32,"(16, 32, 64)","(16, 32, 64)",32,0.0001,3,0.931132435798645,0.00025131762959063053,0.4134414494037628,100
126,32,"(16, 32, 64)","(16, 32, 64, 128)",32,0.0001,4,0.9335842728614807,0.0002479654795024544,0.40411376953125,100
127,32,"(16, 32, 64)","(16, 32)",64,0.01,2,0.9187723398208618,0.0002931862836703658,0.4972250163555145,10
128,32,"(16, 32, 64)","(16, 32, 64)",64,0.01,3,0.9276999235153198,0.00030679249903187156,0.4696931540966034,20
129,32,"(16, 32, 64)","(16, 32, 64, 128)",64,0.01,4,0.9233154654502869,0.0003852001391351223,0.5578926801681519,33
130,32,"(16, 32, 64)","(16, 32)",64,0.001,2,0.9389927387237549,0.0001420055777998641,0.28431445360183716,41
131,32,"(16, 32, 64)","(16, 32, 64)",64,0.001,3,0.9396273493766785,0.00016848239465616643,0.30903178453445435,46
132,32,"(16, 32, 64)","(16, 32, 64, 128)",64,0.001,4,0.938704252243042,0.00022943869407754391,0.3703780472278595,36
133,32,"(16, 32, 64)","(16, 32)",64,0.0001,2,0.9266759157180786,0.00020250174566172063,0.37127402424812317,100
134,32,"(16, 32, 64)","(16, 32, 64)",64,0.0001,3,0.9328343272209167,0.00021141953766345978,0.3695470690727234,100
135,32,"(16, 32, 64)","(16, 32, 64, 128)",64,0.0001,4,0.9351996183395386,0.00027818980743177235,0.4322355389595032,89
136,32,"(16, 32, 64)","(16, 32)",128,0.01,2,0.9317670464515686,0.00017831710283644497,0.34138360619544983,27
137,32,"(16, 32, 64)","(16, 32, 64)",128,0.01,3,0.9277143478393555,0.0003334778011776507,0.520389199256897,20
138,32,"(16, 32, 64)","(16, 32, 64, 128)",128,0.01,4,0.5112928152084351,0.0211268812417984,21.823102951049805,11
139,32,"(16, 32, 64)","(16, 32)",128,0.001,2,0.9389206171035767,0.00014864969125483185,0.28821203112602234,48
140,32,"(16, 32, 64)","(16, 32, 64)",128,0.001,3,0.9397715330123901,0.00016667226736899465,0.3091835081577301,42
141,32,"(16, 32, 64)","(16, 32, 64, 128)",128,0.001,4,0.9425983428955078,0.00014716180157847703,0.2810027599334717,87
142,32,"(16, 32, 64)","(16, 32)",128,0.0001,2,0.9360793828964233,0.0001798555749701336,0.32843419909477234,100
143,32,"(16, 32, 64)","(16, 32, 64)",128,0.0001,3,0.9355313181877136,0.00021925570035818964,0.37031909823417664,100
144,32,"(16, 32, 64)","(16, 32, 64, 128)",128,0.0001,4,0.937045693397522,0.00024271145230159163,0.38503754138946533,100
145,32,"(32, 64, 128)","(32, 64)",16,0.01,2,0.9077968001365662,0.00023885720293037593,0.4590946137905121,31
146,32,"(32, 64, 128)","(32, 64, 128)",16,0.01,3,0.9160032272338867,0.0003819862613454461,0.5791750550270081,21
147,32,"(32, 64, 128)","(32, 64, 128, 256)",16,0.01,4,0.903369128704071,0.0005488673341460526,0.7722302079200745,21
148,32,"(32, 64, 128)","(32, 64)",16,0.001,2,0.9342621564865112,0.00011807652481365949,0.27559253573417664,57
149,32,"(32, 64, 128)","(32, 64, 128)",16,0.001,3,0.9375504851341248,0.00013637548545375466,0.2834651470184326,45
150,32,"(32, 64, 128)","(32, 64, 128, 256)",16,0.001,4,0.941386878490448,0.00015660293865948915,0.30476266145706177,45
151,32,"(32, 64, 128)","(32, 64)",16,0.0001,2,0.9208924770355225,0.0001540222583571449,0.33453860878944397,100
152,32,"(32, 64, 128)","(32, 64, 128)",16,0.0001,3,0.9318103194236755,0.00017303776985500008,0.3331145942211151,100
153,32,"(32, 64, 128)","(32, 64, 128, 256)",16,0.0001,4,0.9373485445976257,0.00018002648721449077,0.3307761549949646,100
154,32,"(32, 64, 128)","(32, 64)",32,0.01,2,0.9307863116264343,0.00020053783373441547,0.36008697748184204,20
155,32,"(32, 64, 128)","(32, 64, 128)",32,0.01,3,0.909989058971405,0.00034702816628850996,0.5521193146705627,22
156,32,"(32, 64, 128)","(32, 64, 128, 256)",32,0.01,4,0.9257528781890869,0.0003891856758855283,0.5626980066299438,34
157,32,"(32, 64, 128)","(32, 64)",32,0.001,2,0.9374783635139465,0.00011267054651398212,0.2587392032146454,60
158,32,"(32, 64, 128)","(32, 64, 128)",32,0.001,3,0.9405648112297058,0.00013680022675544024,0.2761177122592926,44
159,32,"(32, 64, 128)","(32, 64, 128, 256)",32,0.001,4,0.941386878490448,0.00016099434287752956,0.29483288526535034,51
160,32,"(32, 64, 128)","(32, 64)",32,0.0001,2,0.9274835586547852,0.00016056465392466635,0.32777470350265503,100
161,32,"(32, 64, 128)","(32, 64, 128)",32,0.0001,3,0.9342188835144043,0.00016573800530750304,0.32203665375709534,100
162,32,"(32, 64, 128)","(32, 64, 128, 256)",32,0.0001,4,0.9394542574882507,0.00018939089204650372,0.3320094048976898,100
163,32,"(32, 64, 128)","(32, 64)",64,0.01,2,0.9221760630607605,0.00020062235125806183,0.38387587666511536,41
164,32,"(32, 64, 128)","(32, 64, 128)",64,0.01,3,0.9243106245994568,0.0003235521144233644,0.4963875412940979,32
165,32,"(32, 64, 128)","(32, 64, 128, 256)",64,0.01,4,0.8762258887290955,0.042797233909368515,43.15995407104492,6
166,32,"(32, 64, 128)","(32, 64)",64,0.001,2,0.9389783143997192,0.00011676236317725852,0.2564147412776947,54
167,32,"(32, 64, 128)","(32, 64, 128)",64,0.001,3,0.9404061436653137,0.0001368815719615668,0.2747809588909149,45
168,32,"(32, 64, 128)","(32, 64, 128, 256)",64,0.001,4,0.9417762756347656,0.00018013024237006903,0.3133542239665985,42
169,32,"(32, 64, 128)","(32, 64)",64,0.0001,2,0.9313055276870728,0.00015029864152893424,0.3098140060901642,100
170,32,"(32, 64, 128)","(32, 64, 128)",64,0.0001,3,0.9388052225112915,0.00016192017938010395,0.3032839000225067,100
171,32,"(32, 64, 128)","(32, 64, 128, 256)",64,0.0001,4,0.9412282109260559,0.0001849641848821193,0.32100507616996765,100
172,32,"(32, 64, 128)","(32, 64)",128,0.01,2,0.9324016571044922,0.00024404969008173794,0.41098493337631226,19
173,32,"(32, 64, 128)","(32, 64, 128)",128,0.01,3,0.9285796880722046,0.0003350948973093182,0.4939287304878235,24
