lstm_units,n_lstm_layers,dense_units,dropout,learning_rate,batch_size,optimizer,n_params,best_epoch,train_loss,train_acc,val_loss,val_acc,overfit_gap,is_overfit,composite_score,train_time_s
64,2,32,0.2,0.001,512,adam,136769,34,0.09115128219127655,0.9698320031166077,0.09090231359004974,0.9703035950660706,-0.0004715919494628906,False,0.060299359261989594,296.4
64,2,32,0.2,0.001,512,adamw,136769,39,0.08279930800199509,0.9726685285568237,0.08305243402719498,0.9722506403923035,0.00041788816452026367,False,0.055400896817445755,336.9
64,2,32,0.2,0.002,256,adam,136769,17,0.08103545755147934,0.9729762077331543,0.08147874474525452,0.973130464553833,-0.00015425682067871094,False,0.054174140095710754,281.6
64,2,32,0.2,0.002,256,adamw,136769,22,0.08129067718982697,0.9725675582885742,0.08164237439632416,0.9726400971412659,-7.253885269165039e-05,False,0.054501138627529144,347.9
64,2,32,0.2,0.002,512,adam,136769,29,0.08003358542919159,0.9741685390472412,0.08069321513175964,0.9739669561386108,0.0002015829086303711,False,0.0533631294965744,262.7
64,2,32,0.2,0.002,512,adamw,136769,32,0.09865700453519821,0.965827226638794,0.09834277629852295,0.9653133153915405,0.000513911247253418,False,0.06651473045349121,286.4
64,2,64,0.1,0.001,256,adam,140929,33,0.06912529468536377,0.9772790670394897,0.07057875394821167,0.9770390391349792,0.00024002790451049805,False,0.04676985740661621,476.3
64,2,64,0.1,0.001,256,adamw,140929,36,0.06917867809534073,0.9773848056793213,0.07051151990890503,0.9767361283302307,0.0006486773490905762,False,0.04688769578933716,518.1
64,2,64,0.1,0.001,512,adam,140929,38,0.07210966944694519,0.9766204357147217,0.07241608947515488,0.9759284853935242,0.0006919503211975098,False,0.04824380204081535,327.8
64,2,64,0.1,0.001,512,adamw,140929,42,0.0731787458062172,0.976158857345581,0.07372324168682098,0.9757265448570251,0.0004323124885559082,False,0.04899834841489792,360.9
64,2,64,0.1,0.002,256,adam,140929,37,0.06390045583248138,0.9790963530540466,0.06657437980175018,0.9781783819198608,0.000917971134185791,False,0.04419799894094467,528.0
64,2,64,0.1,0.002,256,adamw,140929,23,0.06656433641910553,0.978461742401123,0.06828262656927109,0.9776159524917603,0.000845789909362793,False,0.04533333703875542,361.5
64,2,64,0.1,0.002,512,adam,140929,31,0.06849334388971329,0.977634847164154,0.070082888007164,0.9774428606033325,0.0001919865608215332,False,0.04632001370191574,276.7
64,2,64,0.1,0.002,512,adamw,140929,32,0.07119598239660263,0.9766684770584106,0.07216963917016983,0.9761303663253784,0.0005381107330322266,False,0.048019636422395706,285.7
64,2,64,0.2,0.001,256,adam,140929,8,0.09680590778589249,0.9660195708274841,0.09729363769292831,0.9655152559280396,0.0005043148994445801,False,0.06588919088244438,173.5
64,2,64,0.2,0.001,256,adamw,140929,23,0.08703380078077316,0.9707454442977905,0.08691438287496567,0.9708805084228516,-0.00013506412506103516,False,0.05801693722605705,362.9
64,2,64,0.2,0.001,512,adam,140929,27,0.09893088042736053,0.9650051593780518,0.09971447288990021,0.9648517966270447,0.00015336275100708008,False,0.06743133813142776,247.0
64,2,64,0.2,0.001,512,adamw,140929,35,0.08201555907726288,0.9731733202934265,0.08225024491548538,0.9734765887260437,-0.0003032684326171875,False,0.05438682809472084,308.8
64,2,64,0.2,0.002,256,adam,140929,5,0.09523361176252365,0.9667647480964661,0.09502092003822327,0.9664815664291382,0.00028318166732788086,False,0.06426967680454254,137.0
64,2,64,0.2,0.002,256,adamw,140929,16,0.0789346769452095,0.9733319878578186,0.07932019233703613,0.9730150699615479,0.00031691789627075195,False,0.05315256118774414,275.4
64,2,64,0.2,0.002,512,adam,140929,14,0.08951806277036667,0.968332052230835,0.08930668234825134,0.9686594009399414,-0.0003273487091064453,False,0.06032364070415497,151.5
64,2,64,0.2,0.002,512,adamw,140929,20,0.09099943190813065,0.9681878089904785,0.09160833805799484,0.9678661823272705,0.0003216266632080078,False,0.06187107786536217,198.1
